,event_id,log_template,processed_template,summary,source_entity,source_entity_type,target_entity,target_entity_type,action,status,java_exception,entity,entity_type,entity_1,action_1,status_id,is_anomaly,is_anomaly_reason
1082,2,snmpd[<*>]: Got trap from peer on fd <*>,snmpd[]: Got trap from peer on fd ,snmpd receiving trap from peer,snmpd,SYSTEM MODULE,peer,OBJECT,receiving,none,,snmpd,SYSTEM MODULE,Snmpd,Receiving,313,False,Log message does not indicate any abnormalities
1083,171,snmpd[<*>]: NET-SNMP version <*>.<*>.<*>,snmpd[]: NET-SNMP version ..,snmpd NET-SNMP version,snmpd,SYSTEM MODULE,NET-SNMP version,OBJECT,none,none,,snmpd,SYSTEM MODULE,Snmpd,none,280,True,"The log message indicates a kernel panic with a file not found error, which is an abnormal execution process."
1084,918,snmpd[<*>]: send response: Error building ASN.<*> representation (build int size <*>: s/b <*>),snmpd[]: send response: Error building ASN. representation (build int size : s/b ),snmpd send response error,snmpd,SYSTEM MODULE,response,OBJECT,sending,error,,snmpd,SYSTEM MODULE,Snmpd,Sending,826,True,Multiple authentication failures detected
1085,173,snmpd[<*>]: Received TERM or STOP signal... shutting down...,snmpd[]: Received TERM or STOP signal... shutting down...,snmpd shutting down,snmpd,SYSTEM MODULE,none,none,shutting down,none,,snmpd,SYSTEM MODULE,Snmpd,ShuttingDown,499,True,The log message 'Oops: <*> [<*>] SMP' indicates a kernel Oops which is an abnormal execution process.
1086,83,snmpd[<*>]: [smux_accept] accepted fd <*> from <*>:<*>,snmpd[]: [smux_accept] accepted fd  from :,snmpd accepted fd,snmpd,SYSTEM MODULE,fd,OBJECT,accepted,none,,snmpd,SYSTEM MODULE,Snmpd,Accepted,291,True,"The log message indicates that a Non-Maskable Interrupt (NMI) was received, which is typically a sign of a hardware issue or a critical system error."
1087,798,Placing software IO TLB between <*> - <*>,Placing software IO TLB between  - ,Placing software IO TLB,none,none,software IO TLB,OBJECT,placing,none,,software IO TLB,OBJECT,SoftwareIoTlb,Placing,412,True,The log message contains unusual characters <*> and <*> which are not typical in a normal execution process.
1088,597,sshd[<*>]: PAM transaction resulted in error.,sshd[]: PAM transaction resulted in error.,sshd PAM transaction error,sshd,SYSTEM MODULE,PAM transaction,OBJECT,resulted in error,error,,sshd,SYSTEM MODULE,Sshd,ResultedInError,620,True,The log message contains a warning indicating an abnormality in the execution process.
1089,950,sshd[<*>]: Authentication refused: bad ownership or modes for directory /home/#<*>#,sshd[]: Authentication refused: bad ownership or modes for directory /home/##,sshd Authentication refused for directory /home/##,sshd,SYSTEM MODULE,/home/##,OBJECT,Authentication refused,bad ownership or modes,,sshd,SYSTEM MODULE,Sshd,AuthenticationRefused,974,False,"This log message indicates that a warning is being sent via email, which is a normal process in monitoring systems."
1090,898,sshd[<*>]: Failed <*> for invalid user #<*># from <*> port <*> ssh<*>,sshd[]: Failed  for invalid user ## from  port  ssh,sshd login failed for invalid user,sshd,SYSTEM MODULE,user,OBJECT,login,failed,,sshd,SYSTEM MODULE,Sshd,Login,981,False,"The log message indicates a successful warning via email, which is a normal execution process."
1091,466,sshd[<*>]: Public key <*> used.,sshd[]: Public key  used.,sshd Public key used,sshd,SYSTEM MODULE,Public key,OBJECT,used,none,,sshd,SYSTEM MODULE,Sshd,Used,554,True,"The log message indicates a kernel panfs exception with a rejection of mount request due to badly unsynced clock from the client, which is an abnormal execution process."
1092,593,sshd[<*>]: Password authentication for user <*> failed (from <*> port <*>).,sshd[]: Password authentication for user  failed (from  port ).,sshd password authentication failed,sshd,SYSTEM MODULE,user,OBJECT,authentication,failed,,sshd,SYSTEM MODULE,Sshd,Authentication,618,True,"Error message indicating no space left on device, which can cause abnormal execution process"
1093,546,sshd[<*>]: <*> <*> <*> for user <*>,sshd[]:    for user ,sshd for user,sshd,SYSTEM MODULE,user,OBJECT,none,none,,sshd,SYSTEM MODULE,Sshd,none,617,False,The log message indicates a normal installation process for MySQL
1094,506,sshd[<*>]: X<*> connection from <*>:<*> <*>,sshd[]: X connection from : ,sshd X connection established,sshd,SYSTEM MODULE,X connection,OBJECT,established,none,,sshd,SYSTEM MODULE,Sshd,Established,615,True,"The log message includes modules that are not commonly seen in a normal execution process, indicating a potential abnormality."
1095,519,sshd[<*>]: Idle timeout exceeded.,sshd[]: Idle timeout exceeded.,sshd Idle timeout exceeded,sshd,SYSTEM MODULE,none,none,none,timeout exceeded,,sshd,SYSTEM MODULE,Sshd,none,583,True,"The log message indicates an error during the destruction process, which could be a sign of abnormal execution."
1096,1085,sshd(pam_unix)[<*>]: <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=#<*>#,sshd(pam_unix)[]:  more authentication failure; logname= uid= euid= tty=ssh ruser= rhost=##,sshd authentication failure,sshd,SYSTEM MODULE,pamunix,OBJECT,authentication failure,more,,sshd,SYSTEM MODULE,Sshd,Register_security,982,True,"The log message contains unusual command executions and file modifications, indicating potential malicious activity."
1097,596,"sshd[<*>]: auths-pam: PAM subprocess returned packet SSH_PAM_OP_ERROR. (err_num: <*>, err_msg: Authentication failure)","sshd[]: auths-pam: PAM subprocess returned packet SSH_PAM_OP_ERROR. (err_num: , err_msg: Authentication failure)",sshd PAM subprocess authentication failure,sshd,SYSTEM MODULE,PAM subprocess,OBJECT,returned packet,Authentication failure,,sshd,SYSTEM MODULE,Sshd,ReturnedPacket,619,True,"The log message indicates a process named kpanfs_dispatch which is not a commonly known process, suggesting abnormal execution."
1098,837,sshd[<*>]: Daemon is running.,sshd[]: Daemon is running.,sshd Daemon running,sshd,SYSTEM MODULE,Daemon,OBJECT,running,none,,sshd,SYSTEM MODULE,Sshd,Running,653,True,"The log message indicates an error related to pan_ips, which suggests an abnormal execution process."
1099,738,"sshd[<*>]: WARNING: DNS lookup failed for ""#<*>#"".","sshd[]: WARNING: DNS lookup failed for ""##"".",sshd DNS lookup failed,sshd,SYSTEM MODULE,DNS,OBJECT,DNS lookup failed,warning,,sshd,SYSTEM MODULE,Sshd,DnsLookupFailed,626,True,"The log message contains references to UDP short packets, which could indicate abnormal network behavior"
1100,1190,sshd[<*>]: Received disconnect from ::ffff:<*>: <*>: Corrupted MAC on input.,sshd[]: Received disconnect from ::ffff:: : Corrupted MAC on input.,sshd disconnect Corrupted MAC,sshd,SYSTEM MODULE,none,none,disconnect,corrupted MAC,,sshd,SYSTEM MODULE,Sshd,Disconnect,963,True,The log message indicates an access denial for the ntpd process to a specific device file (/dev/null) which is not a common behavior for normal execution processes.
1101,625,sshd[<*>]: <*> authentication failed. Login to account <*> not allowed or account non-existent.,sshd[]:  authentication failed. Login to account  not allowed or account non-existent.,sshd authentication failed non-existent account,sshd,SYSTEM MODULE,account,OBJECT,authentication failed,non-existent,,sshd,SYSTEM MODULE,Sshd,AuthenticationFailed,837,True,"The log message indicates that an operation failed, which is not normal behavior for a successful execution process."
1102,1069,sshd[<*>]: Kerberos authentication as user #<*># accepted for #<*>#@#<*>#.,sshd[]: Kerberos authentication as user ## accepted for ##@##.,sshd Kerberos authentication accepted,sshd,SYSTEM MODULE,user,OBJECT,Kerberos authentication accepted,none,,sshd,SYSTEM MODULE,Sshd,KerberosAuthenticationAccepted,1175,True,The log message contains unusual characters and format that may indicate a potential abnormality in the execution process.
1103,726,sshd[<*>]: Remote host disconnected: No further authentication methods available.,sshd[]: Remote host disconnected: No further authentication methods available.,sshd disconnected Remote host,sshd,SYSTEM MODULE,Remote host,OBJECT,disconnected,none,,sshd,SYSTEM MODULE,Sshd,Disconnected,838,True,"The log message indicates that a power supply is down, which is not a normal state for the system."
1104,680,sshd[<*>]: Key exchange failed in remote: 'Key exchange failed.',sshd[]: Key exchange failed in remote: 'Key exchange failed.',sshd key exchange failed in remote,sshd,SYSTEM MODULE,remote,OBJECT,key exchange failed,failure,,sshd,SYSTEM MODULE,Sshd,KeyExchangeFailed,552,False,"The log message indicates that the image is an initramfs, which is a normal part of the execution process."
1105,725,sshd[<*>]: authentication cancelled by user: 'Authentication cancelled by user.',sshd[]: authentication cancelled by user: 'Authentication cancelled by user.',sshd authentication cancelled by user,sshd,SYSTEM MODULE,user,OBJECT,authentication cancelled,none,,sshd,SYSTEM MODULE,Sshd,AuthenticationCancelled,551,False,The log message indicates a typical installation process for MySQL with a password change.
1106,874,sshd[<*>]: <*> <*> <*> closed by remote <*>,sshd[]:    closed by remote ,sshd closed by remote,sshd,SYSTEM MODULE,remote,OBJECT,closed,none,,sshd,SYSTEM MODULE,Sshd,Closed,877,True,"The log message indicates a build failure for a device driver, which is an abnormal execution process."
1107,373,sshd: <*> key generation succeeded,sshd:  key generation succeeded,sshd key generation succeeded,sshd,SYSTEM MODULE,key,OBJECT,generation,succeeded,,sshd,SYSTEM MODULE,Sshd,Generation,932,False,This log message seems to be a standard process of installing MySQL with a new password. There are no indicators of abnormal behavior.
1108,882,sshd[<*>]: Invalid user #<*># from <*>,sshd[]: Invalid user ## from ,Invalid user from sshd,sshd,SYSTEM MODULE,user,OBJECT,invalid,none,,sshd,SYSTEM MODULE,Sshd,Invalid,576,False,"This log message is a reminder to set a password for the MySQL root user, which is a standard practice during MySQL installation."
1109,730,sshd[<*>]: no more authentication methods on remote: 'No further authentication methods available.',sshd[]: no more authentication methods on remote: 'No further authentication methods available.',Authentication methods for remote,sshd,SYSTEM MODULE,remote,OBJECT,authentication methods,none,,sshd,SYSTEM MODULE,Sshd,AuthenticationMethods,839,False,"The log message does not indicate any abnormal execution process, it is a standard message during MySQL installation."
1110,146,sshd[<*>]: User <*> coming from <*> authenticated.,sshd[]: User  coming from  authenticated.,sshd authenticated User,sshd,SYSTEM MODULE,User,OBJECT,authenticated,none,,sshd,SYSTEM MODULE,Sshd,Authenticated,332,True,"Failed to get a write_hint cap for dribble mode, indicating a potential issue with the file system client"
1111,828,sshd[<*>]: disconnected by application in remote: 'Disconnect requested by Windows SSH Client.',sshd[]: disconnected by application in remote: 'Disconnect requested by Windows SSH Client.',sshd disconnected by application,sshd,SYSTEM MODULE,application,OBJECT,disconnected,none,,sshd,SYSTEM MODULE,Sshd,Register_security,795,True,"The log message indicates a Lustre error with a lock timing out, which is an abnormal execution process."
1112,827,sshd[<*>]: Remote host disconnected: Disconnect requested by Windows SSH Client.,sshd[]: Remote host disconnected: Disconnect requested by Windows SSH Client.,sshd disconnect requested by Windows SSH Client,sshd,SYSTEM MODULE,Windows SSH Client,OBJECT,disconnect requested by,none,,sshd,SYSTEM MODULE,Sshd,DisconnectRequestedBy,794,False,The log message indicates a normal execution process of filling help tables during mysql_install_db.
1113,560,sshd[<*>]: Kerberos authentication as #<*># denied for <*>,sshd[]: Kerberos authentication as ## denied for ,sshd Kerberos authentication denied,sshd,SYSTEM MODULE,Kerberos authentication,OBJECT,denied,none,,sshd,SYSTEM MODULE,Sshd,Denied,793,True,"The log message indicates a connection error to a Lustre service, which can disrupt normal execution processes."
1114,679,sshd[<*>]: Remote host disconnected: Key exchange failed.,sshd[]: Remote host disconnected: Key exchange failed.,sshd Remote host disconnected Key exchange failed,sshd,SYSTEM MODULE,Remote host,OBJECT,disconnected,Key exchange failed,,sshd,SYSTEM MODULE,Sshd,Responding,553,False,The log message is related to the kernel command line and does not indicate any abnormal execution process.
1115,941,sshd[<*>]: error: lastlog_get_entry: Error reading from /var/log/lastlog: Input/output error,sshd[]: error: lastlog_get_entry: Error reading from /var/log/lastlog: Input/output error,sshd error reading from lastlog,sshd,SYSTEM MODULE,/var/log/lastlog,OBJECT,error reading,input/output error,,sshd,SYSTEM MODULE,Sshd,ErrorReading,961,True,"The log message indicates an error related to reading inode bitmap, which is a crucial part of the file system. This could potentially lead to data corruption or loss, making it an abnormal execution process."
1116,887,sshd[<*>]: syslogin_perform_logout: logout() returned an error,sshd[]: syslogin_perform_logout: logout() returned an error,sshd logout error,sshd,SYSTEM MODULE,none,none,logout,error,,sshd,SYSTEM MODULE,Sshd,Logout,962,True,"The log message contains a kernel RIP address, which could indicate a potential abnormal execution process."
1117,145,sshd<*>[<*>]: Now running on <*> privileges.,sshd[]: Now running on  privileges.,sshd running on privileges,sshd,SYSTEM MODULE,privileges,OBJECT,running on,none,,sshd,SYSTEM MODULE,Sshd,RunningOn,333,False,"This log message indicates a connection being restored, which is a normal part of the execution process."
1118,723,sshd[<*>]: Remote host disconnected: Authentication cancelled by user.,sshd[]: Remote host disconnected: Authentication cancelled by user.,sshd Remote host disconnected,sshd,SYSTEM MODULE,Remote host,OBJECT,Authentication cancelled,disconnected,,sshd,SYSTEM MODULE,Sshd,AuthenticationCancelled,550,True,The log message contains unusual characters and patterns that are not typical of a normal execution process.
1119,564,sshd[<*>]: Agent forwarding request denied in configuration.,sshd[]: Agent forwarding request denied in configuration.,sshd denied Agent forwarding request,sshd,SYSTEM MODULE,Agent forwarding request,OBJECT,denied,configuration,,sshd,SYSTEM MODULE,Sshd,Denied,505,False,"The log message indicates a routine setting operation, which is a normal execution process."
1120,1195,sshd[<*>]: Disconnecting: Corrupted MAC on input.,sshd[]: Disconnecting: Corrupted MAC on input.,sshd disconnecting due to corrupted MAC,sshd,SYSTEM MODULE,none,none,disconnecting,corrupted MAC,,sshd,SYSTEM MODULE,Sshd,Disconnecting,983,True,"The log message contains unusual characters and patterns, indicating a potential abnormal execution process."
1121,181,sshd[<*>]: error: Bind to port <*> on <*> failed: Address already in use.,sshd[]: error: Bind to port  on  failed: Address already in use.,sshd bind error on port,sshd,SYSTEM MODULE,port,OBJECT,bind,error,,sshd,SYSTEM MODULE,Sshd,Register_security,285,True,"The log message indicates a panfs exception with a node not yet ready to respond, which suggests an abnormal execution process."
1122,178,sshd[<*>]: Server listening on <*> port <*>.,sshd[]: Server listening on  port .,sshd server listening on port,sshd,SYSTEM MODULE,port,OBJECT,listening,none,,sshd,SYSTEM MODULE,Sshd,Register,284,True,"The log message contains kernel information with abnormal values, indicating a potential abnormal execution process."
1123,463,sshd[<*>]: Password authentication for user #<*># accepted.,sshd[]: Password authentication for user ## accepted.,sshd password authentication accepted,sshd,SYSTEM MODULE,user,OBJECT,password authentication accepted,none,,sshd,SYSTEM MODULE,Sshd,Register_security,305,True,"The log message indicates a RPC call version mismatch, which is an abnormal execution process."
1124,1187,sshd[<*>]: FATAL ERROR: Creating listener failed: port <*> probably already in use!,sshd[]: FATAL ERROR: Creating listener failed: port  probably already in use!,sshd creating listener failed,sshd,SYSTEM MODULE,listener,OBJECT,creating,fatal error,,sshd,SYSTEM MODULE,Sshd,Creating,1039,True,The log message indicates a kernel execution process with abnormal parameters
1125,408,sshd[<*>]: <*> <*> <*> for user <*> <*>,sshd[]:    for user  ,sshd for user,sshd,SYSTEM MODULE,user,OBJECT,none,none,,sshd,SYSTEM MODULE,Sshd,none,304,True,"The log message indicates that the system was unable to change the directory to the specified home directory, which is abnormal behavior."
1126,149,sshd[<*>]: connection lost: 'Connection closed.',sshd[]: connection lost: 'Connection closed.',sshd connection lost,sshd,SYSTEM MODULE,none,none,connection lost,none,,sshd,SYSTEM MODULE,Sshd,Register_security,70,True,"The log message indicates abnormal CPU temperature levels, which could potentially lead to overheating issues."
1127,641,sshd[<*>]: WARNING: Setting tty modes failed: Invalid argument,sshd[]: WARNING: Setting tty modes failed: Invalid argument,sshd setting tty modes failed,sshd,SYSTEM MODULE,tty modes,OBJECT,setting,failed,,sshd,SYSTEM MODULE,Sshd,Setting,663,False,The log message does not indicate any abnormal execution process.
1128,295,sshd[<*>]: Received signal <*>; terminating.,sshd[]: Received signal ; terminating.,sshd terminating signal,sshd,SYSTEM MODULE,signal,OBJECT,terminating,none,,sshd,SYSTEM MODULE,Sshd,Terminating,90,True,The log message contains unusual characters and does not follow a typical execution process format.
1129,148,sshd[<*>]: Local disconnected: Connection closed.,sshd[]: Local disconnected: Connection closed.,sshd disconnected connection closed,sshd,SYSTEM MODULE,none,none,disconnected,closed,,sshd,SYSTEM MODULE,Sshd,Register_security,69,True,The log message indicates a kernel call trace which suggests a low-level system operation. This could potentially be abnormal behavior and should be investigated further.
1130,1126,sshd<*>[<*>]: WARNING: Could not chdir to home directory /Net/usr/home/#<*>#: No such file or directory,sshd[]: WARNING: Could not chdir to home directory /Net/usr/home/##: No such file or directory,sshd warning chdir to home directory,sshd,SYSTEM MODULE,/Net/usr/home/##,OBJECT,chdir,warning,,sshd,SYSTEM MODULE,Sshd,Register_security,662,True,"The log message contains unexpected characters and patterns, indicating a potential abnormal execution process."
1131,793,sshd[<*>]: Did not receive identification string from ::ffff:<*>,sshd[]: Did not receive identification string from ::ffff:,sshd receive identification error,sshd,SYSTEM MODULE,none,none,receive,error,,sshd,SYSTEM MODULE,Sshd,Register_security,710,True,"The log message contains kernel errors and memory usage information, which may indicate abnormal execution processes."
1132,5,sshd[<*>]: <*> <*> for <*> from <*> port <*> ssh<*>,sshd[]:   for  from  port  ssh,sshd connecting from port,sshd,SYSTEM MODULE,port,OBJECT,connecting,none,,sshd,SYSTEM MODULE,Sshd,Connecting,8,True,The log message contains kernel error messages which indicate abnormal execution process.
1133,144,sshd[<*>]: connection from <*>,sshd[]: connection from ,sshd connection,sshd,SYSTEM MODULE,connection,OBJECT,none,none,,sshd,SYSTEM MODULE,Sshd,Register,303,True,"The log message indicates a warning about many lost ticks, which suggests abnormal behavior in the execution process."
1134,441,sshd[<*>]: Kerberos TGT authentication as user <*> accepted for #<*>#@#<*>#.,sshd[]: Kerberos TGT authentication as user  accepted for ##@##.,Kerberos TGT authentication accepted,sshd,SYSTEM MODULE,user,OBJECT,authentication,accepted,,sshd,SYSTEM MODULE,Sshd,Authentication,678,True,"The log message contains unusual values for kernel, buffer, free, slab, mapped, and pagetables, indicating a potential abnormal execution process."
1135,999,sshd[<*>]: LoginGraceTime exceeded.,sshd[]: LoginGraceTime exceeded.,LoginGraceTime exceeded,sshd,SYSTEM MODULE,none,none,none,exceeded,,sshd,SYSTEM MODULE,Sshd,none,1043,True,"The log message contains unexpected characters and symbols, indicating a potentially abnormal execution process."
1136,871,<*> [INFO]: received a start-up done notification, [INFO]: received a start-up done notification,received start-up notification,none,none,start-up,OBJECT,received,done,,start-up,OBJECT,Start-up,Received,1075,True,The log message contains unusual characters such as <*> and is not following a typical kernel log format.
1137,22,<*> <*> startup succeeded,  startup succeeded,startup succeeded,none,none,startup,OBJECT,succeeded,none,,startup,OBJECT,Startup,Succeeded,21,False,"The log message is related to ISO extensions and Microsoft Joliet Level, which are common components in execution processes."
1138,646,<*> <*> startup failed,  startup failed,startup failed,none,none,startup,OBJECT,failed,none,,startup,OBJECT,Startup,Failed,916,True,The log message contains unusual characters <*> which may indicate a potential abnormality in the execution process.
1139,267,"kernel: pan_kmod: done quiescing subdev <*> (""PANASAS kernel trace facility"")","kernel: pan_kmod: done quiescing subdev  (""PANASAS kernel trace facility"")",pan_kmod quiescing subdev,pankmod,SYSTEM MODULE,subdev,OBJECT,quiescing,done,,subdev,OBJECT,Subdev,Startup,682,False,The log message does not indicate any abnormal behavior in the execution process.
1140,704,sudo: #<*># : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*>,sudo: ## : TTY=pts/ ;  ; USER=root ;    ,sudo command on TTY,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,Remove,712,True,"The log message contains a suspicious command running as root, redirecting output to /dev/null which could indicate potential malicious activity."
1141,510,sudo: <*> : <*> ; <*> ; USER=root ; <*> <*>,sudo:  :  ;  ; USER=root ;  ,sudo USER=root,sudo,SYSTEM MODULE,USER,OBJECT,none,none,,sudo,SYSTEM MODULE,Sudo,none,556,True,The log message contains LustreError which indicates a potential error in the execution process.
1142,946,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*> <*>,sudo:  : TTY=pts/ ;  ; USER=root ;     ,sudo command executed,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,none,711,True,"The log message indicates a failure in setting MFT to zero for a switch, which is an abnormal execution process."
1143,387,sudo: <*> : <*> ; <*> ; USER=root ; <*>,sudo:  :  ;  ; USER=root ; ,sudo user root,sudo,SYSTEM MODULE,USER,OBJECT,none,none,,sudo,SYSTEM MODULE,Sudo,none,538,True,"The log message indicates a USB disconnect, which can be considered abnormal depending on the context of the execution process."
1144,636,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*>,sudo:  : TTY=pts/ ;  ; USER=root ;   ,sudo command execution,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,none,625,False,The log message indicates a file system check process which is a normal execution process.
1145,916,sudo: #<*># : TTY=pts/<*> ; PWD=/home/#<*># ; USER=root ; <*> <*> <*> <*> <*> <*> <*>,sudo: ## : TTY=pts/ ; PWD=/home/## ; USER=root ;       ,sudo command executed,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,Register,1140,True,"The log message indicates a kernel error, which is not a normal execution process."
1146,637,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*> <*> <*> <*>,sudo:  : TTY=pts/ ;  ; USER=root ;      ,sudo user root,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,Rollback,876,False,The log message 'mount' does not provide enough information to determine if it indicates an abnormal execution process.
1147,1197,sudo: #<*># : TTY=pts/<*> ; PWD=/projects/tbird/#<*>#/#<*>#-test ; USER=root ; COMMAND=/bin/rm -rf nodehwtest npb rotate start_jobs.pl torque_header.in torque_header.in.DEBUG,sudo: ## : TTY=pts/ ; PWD=/projects/tbird/##/##-test ; USER=root ; COMMAND=/bin/rm -rf nodehwtest npb rotate start_jobs.pl torque_header.in torque_header.in.DEBUG,sudo removing files,sudo,SYSTEM MODULE,nodehwtest npb rotate startjobs.pl torqueheader.in torqueheader.in.DEBUG,OBJECT,remove,none,,sudo,SYSTEM MODULE,Sudo,Rollback,989,True,"The log message indicates a failure in mounting a file system, which is abnormal behavior for a normal execution process."
1148,1097,sudo: #<*># : TTY=pts/<*> ; PWD=/home/#<*>#/tbird_lustre ; USER=root ; COMMAND=/bin/chown #<*>#:#<*># ca.tbird config_ca_tb.xml echo_tb_<*>.xml echo_tb_<*>.xml ENV iozcontrol iozone.read.sh iozone.read.single.sh iozone.write.sh iozone.write.single.sh iperf.server iperf.tbird nodes obdtest.quick.sh obdtest.sh screenlog.<*>-<*>-<*>-<*> test.xml,sudo: ## : TTY=pts/ ; PWD=/home/##/tbird_lustre ; USER=root ; COMMAND=/bin/chown ##:## ca.tbird config_ca_tb.xml echo_tb_.xml echo_tb_.xml ENV iozcontrol iozone.read.sh iozone.read.single.sh iozone.write.sh iozone.write.single.sh iperf.server iperf.tbird nodes obdtest.quick.sh obdtest.sh screenlog.--- test.xml,sudo command execution,sudo,SYSTEM MODULE,none,none,none,none,,sudo,SYSTEM MODULE,Sudo,none,1198,True,"The log message indicates a kernel RPC with a giant verification size, which could be a sign of abnormal execution process."
1149,1192,sudo: #<*># : TTY=pts/<*> ; PWD=/mnt_projects/sysapps/breakfix-testing/stress-system/purple-stencil-tests ; USER=root ; COMMAND=/bin/chgrp -R wheel gpingpong_test..e<*> gpingpong_test..o<*> gpingpong_test.pbs multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..e<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test..o<*> multipong_test.pbs purple-stencil-tests-<*>-<*>-<*> torus_test.pbs torus_test.pbs.e<*> torus_test.pbs.o<*>,sudo: ## : TTY=pts/ ; PWD=/mnt_projects/sysapps/breakfix-testing/stress-system/purple-stencil-tests ; USER=root ; COMMAND=/bin/chgrp -R wheel gpingpong_test..e gpingpong_test..o gpingpong_test.pbs multipong_test..e multipong_test..e multipong_test..e multipong_test..e multipong_test..e multipong_test..o multipong_test..o multipong_test..o multipong_test..o multipong_test..o multipong_test.pbs purple-stencil-tests--- torus_test.pbs torus_test.pbs.e torus_test.pbs.o,sudo chgrp command executed,sudo,SYSTEM MODULE,bin,OBJECT,chgrp,none,,sudo,SYSTEM MODULE,Sudo,Chgrp,967,True,"The log message indicates a device in FATAL state, which is abnormal."
1150,21,sysctl: <*> = <*>,sysctl:  = ,sysctl process,sysctl,SYSTEM MODULE,none,none,none,none,,sysctl,SYSTEM MODULE,Sysctl,none,276,False,No specific indicators of abnormality in the log message
1151,43,syslog-ng[<*>]: Cannot open file <*> for writing (Too many open files),syslog-ng[]: Cannot open file  for writing (Too many open files),syslog-ng error opening file,syslog-ng,SYSTEM MODULE,file,OBJECT,open for writing,error,,syslog-ng,SYSTEM MODULE,Syslog-ng,OpenForWriting,842,True,"The log message indicates a NULL value in a scsi kernel function, which could be indicative of an abnormal execution process."
1152,904,killall: Stopping syslog-ng:,killall: Stopping syslog-ng:,Stopping syslog-ng,killall,SYSTEM MODULE,syslog-ng,OBJECT,stopping,none,,syslog-ng,OBJECT,Syslog-ng,Stopping,299,True,"The log message indicates that there are no active local ports, which is abnormal for a typical execution process."
1153,614,"syslog-ng[<*>]: Error accepting AF_UNIX connection, opened connections: <*>, max: <*>","syslog-ng[]: Error accepting AF_UNIX connection, opened connections: , max: ",Error accepting AF_UNIX connection,syslog-ng,SYSTEM MODULE,AFUNIX connection,OBJECT,accepting,error,,syslog-ng,SYSTEM MODULE,Syslog-ng,Accepting,709,True,"The log message indicates an 'avc: denied' error, which suggests a denial of access or permission issue during the execution process."
1154,685,syslog-ng[<*>]: syslog-ng version <*>.<*>.<*> starting,syslog-ng[]: syslog-ng version .. starting,syslog-ng starting,syslog-ng,SYSTEM MODULE,none,none,starting,none,,syslog-ng,SYSTEM MODULE,Syslog-ng,Starting,477,True,"The log message shows an 'avc: denied' error for write and getattr permissions, indicating a denial of access which is abnormal in this execution process."
1155,717,syslog-ng[<*>]: Changing permissions on special file /dev/logsurfer,syslog-ng[]: Changing permissions on special file /dev/logsurfer,Changing permissions on /dev/logsurfer,syslog-ng,SYSTEM MODULE,/dev/logsurfer,OBJECT,changing permissions,none,,syslog-ng,SYSTEM MODULE,Syslog-ng,ChangingPermissions,491,True,"The log message indicates that a key was created in the future, which is not a normal execution process."
1156,456,syslog-ng[<*>]: STATS: dropped <*>,syslog-ng[]: STATS: dropped ,syslog-ng dropped,syslog-ng,SYSTEM MODULE,none,none,dropped,none,,syslog-ng,SYSTEM MODULE,Syslog-ng,Dropped,335,False,"The log message does not indicate any abnormal behavior, it is a warning message related to Postfix skipping unavailable hosts."
1157,561,"syslog-ng[<*>]: Connection broken to AF_INET(tbird-admin<*>:<*>), reopening in <*> seconds","syslog-ng[]: Connection broken to AF_INET(tbird-admin:), reopening in  seconds",syslog-ng reopening AF_INET connection,syslog-ng,SYSTEM MODULE,AFINET,OBJECT,reopening,broken connection,,syslog-ng,SYSTEM MODULE,Syslog-ng,Reopening,2,False,"The log message does not indicate any abnormal execution process, it is a warning message related to Postfix mail server."
1158,876,"syslog-ng[<*>]: io.c: accept() failed, Too many open files","syslog-ng[]: io.c: accept() failed, Too many open files",syslog-ng accept() failed error,syslog-ng,SYSTEM MODULE,none,none,accept() failed,error,,syslog-ng,SYSTEM MODULE,Syslog-ng,Accept()Failed,843,True,"The log message indicates an expired status and returned to sender, which is not a typical execution process"
1159,59,syslog-ng[<*>]: Cannot open file <*> for writing (No such file or directory),syslog-ng[]: Cannot open file  for writing (No such file or directory),syslog-ng open file error,syslog-ng,SYSTEM MODULE,file,OBJECT,open for writing,No such file or directory,,syslog-ng,SYSTEM MODULE,Syslog-ng,OpenForWriting,490,False,"This log message indicates that some messages were deleted, which is a normal operation for a mail server."
